test_name,true_category,true_label,transform,pred_original,conf_original,pred_transformed,conf_transformed,flipped,correct_original,correct_transformed,tokens_original,tokens_transformed,token_delta,conf_delta,whitespace_identical
CreateAppEngineStandardWtpProjectTest.testNoTestClassesInDeploymentAssembly,0,async wait,CRLF endings,4,0.4775,0,0.5616,True,False,True,331,353,22,0.0841,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,indent +2,0,0.9207,5,0.9259,True,True,False,278,310,32,0.0052,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,indent +4,0,0.9207,5,0.9381,True,True,False,278,344,66,0.0174,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,indent +8,0,0.9207,5,0.9211,True,True,False,278,412,134,0.0004,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,spaces to tabs,0,0.9207,5,0.9388,True,True,False,278,254,-24,0.0181,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,tabs to spaces,0,0.9207,0,0.9207,False,True,True,278,278,0,0.0,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,strip indent,0,0.9207,0,0.8813,False,True,True,278,239,-39,-0.0394,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,add blank lines,0,0.9207,0,0.9169,False,True,True,278,280,2,-0.0038,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,remove blank lines,0,0.9207,0,0.9207,False,True,True,278,278,0,0.0,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,trailing newline,0,0.9207,0,0.9189,False,True,True,278,279,1,-0.0018,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,trailing spaces,0,0.9207,0,0.8779,False,True,True,278,296,18,-0.0428,True
MetricsQueryTestRun.testingUserServiceGaugeMetrics,0,async wait,CRLF endings,0,0.9207,0,0.9227,False,True,True,278,295,17,0.002,True
TestPeerCache.testExpiry,4,test order dependency,indent +2,0,0.7824,5,0.9311,True,False,False,386,430,44,0.1487,True
TestPeerCache.testExpiry,4,test order dependency,indent +4,0,0.7824,5,0.9397,True,False,False,386,476,90,0.1572,True
TestPeerCache.testExpiry,4,test order dependency,indent +8,0,0.7824,5,0.9345,True,False,False,386,512,126,0.1521,True
TestPeerCache.testExpiry,4,test order dependency,spaces to tabs,0,0.7824,5,0.9413,True,False,False,386,327,-59,0.1588,True
TestPeerCache.testExpiry,4,test order dependency,tabs to spaces,0,0.7824,0,0.7824,False,False,False,386,386,0,0.0,True
TestPeerCache.testExpiry,4,test order dependency,strip indent,0,0.7824,0,0.7657,False,False,False,386,300,-86,-0.0167,True
TestPeerCache.testExpiry,4,test order dependency,add blank lines,0,0.7824,0,0.8237,False,False,False,386,388,2,0.0412,True
TestPeerCache.testExpiry,4,test order dependency,remove blank lines,0,0.7824,0,0.7824,False,False,False,386,386,0,0.0,True
TestPeerCache.testExpiry,4,test order dependency,trailing newline,0,0.7824,0,0.7894,False,False,False,386,387,1,0.0069,True
TestPeerCache.testExpiry,4,test order dependency,trailing spaces,0,0.7824,0,0.7186,False,False,False,386,410,24,-0.0638,True
TestPeerCache.testExpiry,4,test order dependency,CRLF endings,0,0.7824,0,0.7999,False,False,False,386,409,23,0.0174,True
XmlValidatorTest.testValidate_badXml,0,async wait,indent +2,4,0.8897,5,0.9492,True,False,False,178,196,18,0.0596,True
XmlValidatorTest.testValidate_badXml,0,async wait,indent +4,4,0.8897,5,0.9505,True,False,False,178,216,38,0.0608,True
XmlValidatorTest.testValidate_badXml,0,async wait,indent +8,4,0.8897,5,0.9469,True,False,False,178,256,78,0.0573,True
XmlValidatorTest.testValidate_badXml,0,async wait,spaces to tabs,4,0.8897,5,0.9433,True,False,False,178,162,-16,0.0536,True
XmlValidatorTest.testValidate_badXml,0,async wait,tabs to spaces,4,0.8897,4,0.8897,False,False,False,178,178,0,0.0,True
XmlValidatorTest.testValidate_badXml,0,async wait,strip indent,4,0.8897,4,0.9158,False,False,False,178,154,-24,0.0262,True
XmlValidatorTest.testValidate_badXml,0,async wait,add blank lines,4,0.8897,4,0.8783,False,False,False,178,180,2,-0.0113,True
XmlValidatorTest.testValidate_badXml,0,async wait,remove blank lines,4,0.8897,4,0.8897,False,False,False,178,178,0,0.0,True
XmlValidatorTest.testValidate_badXml,0,async wait,trailing newline,4,0.8897,4,0.9157,False,False,False,178,179,1,0.026,True
XmlValidatorTest.testValidate_badXml,0,async wait,trailing spaces,4,0.8897,5,0.7253,True,False,False,178,189,11,-0.1644,True
XmlValidatorTest.testValidate_badXml,0,async wait,CRLF endings,4,0.8897,4,0.8649,False,False,False,178,188,10,-0.0247,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,indent +2,0,0.6384,5,0.9486,True,False,False,152,160,8,0.3101,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,indent +4,0,0.6384,5,0.951,True,False,False,152,170,18,0.3126,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,indent +8,0,0.6384,5,0.9482,True,False,False,152,190,38,0.3097,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,spaces to tabs,0,0.6384,5,0.935,True,False,False,152,146,-6,0.2965,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,tabs to spaces,0,0.6384,0,0.6384,False,False,False,152,152,0,0.0,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,strip indent,0,0.6384,0,0.4459,False,False,False,152,143,-9,-0.1925,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,add blank lines,0,0.6384,0,0.5692,False,False,False,152,154,2,-0.0692,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,remove blank lines,0,0.6384,0,0.6384,False,False,False,152,152,0,0.0,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,trailing newline,0,0.6384,0,0.4426,False,False,False,152,153,1,-0.1958,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,trailing spaces,0,0.6384,5,0.6848,True,False,False,152,158,6,0.0464,True
TestSecurityUtil.testBuildTokenServiceSockAddr,4,test order dependency,CRLF endings,0,0.6384,0,0.6355,False,False,False,152,157,5,-0.0029,True
TestDFSIO.testWrite,4,test order dependency,indent +2,2,0.7888,5,0.9348,True,False,False,100,112,12,0.1459,True
TestDFSIO.testWrite,4,test order dependency,indent +4,2,0.7888,5,0.9418,True,False,False,100,126,26,0.153,True
TestDFSIO.testWrite,4,test order dependency,indent +8,2,0.7888,5,0.9354,True,False,False,100,154,54,0.1466,True
TestDFSIO.testWrite,4,test order dependency,spaces to tabs,2,0.7888,5,0.9069,True,False,False,100,90,-10,0.118,True
TestDFSIO.testWrite,4,test order dependency,tabs to spaces,2,0.7888,2,0.7888,False,False,False,100,100,0,0.0,True
TestDFSIO.testWrite,4,test order dependency,strip indent,2,0.7888,2,0.7866,False,False,False,100,85,-15,-0.0022,True
TestDFSIO.testWrite,4,test order dependency,add blank lines,2,0.7888,2,0.7855,False,False,False,100,102,2,-0.0033,True
TestDFSIO.testWrite,4,test order dependency,remove blank lines,2,0.7888,2,0.7888,False,False,False,100,100,0,0.0,True
TestDFSIO.testWrite,4,test order dependency,trailing newline,2,0.7888,2,0.7814,False,False,False,100,101,1,-0.0075,True
TestDFSIO.testWrite,4,test order dependency,trailing spaces,2,0.7888,2,0.7558,False,False,False,100,108,8,-0.0331,True
TestDFSIO.testWrite,4,test order dependency,CRLF endings,2,0.7888,2,0.7883,False,False,False,100,107,7,-0.0005,True
socketTest,0,async wait,indent +2,0,0.9154,5,0.9243,True,True,False,512,512,0,0.0089,True
socketTest,0,async wait,indent +4,0,0.9154,5,0.933,True,True,False,512,512,0,0.0176,True
socketTest,0,async wait,indent +8,0,0.9154,5,0.9339,True,True,False,512,512,0,0.0185,True
socketTest,0,async wait,spaces to tabs,0,0.9154,5,0.9402,True,True,False,512,411,-101,0.0249,True
socketTest,0,async wait,tabs to spaces,0,0.9154,0,0.9154,False,True,True,512,512,0,0.0,True
socketTest,0,async wait,strip indent,0,0.9154,0,0.9195,False,True,True,512,359,-153,0.0041,True
socketTest,0,async wait,add blank lines,0,0.9154,0,0.9144,False,True,True,512,512,0,-0.0009,True
socketTest,0,async wait,remove blank lines,0,0.9154,0,0.9154,False,True,True,512,512,0,0.0,True
socketTest,0,async wait,trailing newline,0,0.9154,0,0.9154,False,True,True,512,512,0,0.0,True
socketTest,0,async wait,trailing spaces,0,0.9154,0,0.8916,False,True,True,512,512,0,-0.0238,True
socketTest,0,async wait,CRLF endings,0,0.9154,0,0.9162,False,True,True,512,512,0,0.0008,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,indent +2,5,0.95,5,0.9512,False,True,True,142,157,15,0.0012,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,indent +4,5,0.95,5,0.951,False,True,True,142,173,31,0.001,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,indent +8,5,0.95,5,0.9508,False,True,True,142,205,63,0.0008,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,spaces to tabs,5,0.95,5,0.9501,False,True,True,142,141,-1,0.0001,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,tabs to spaces,5,0.95,5,0.9514,False,True,True,142,177,35,0.0014,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,strip indent,5,0.95,3,0.4639,True,True,False,142,126,-16,-0.4861,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,add blank lines,5,0.95,5,0.9503,False,True,True,142,141,-1,0.0003,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,remove blank lines,5,0.95,5,0.9501,False,True,True,142,141,-1,0.0001,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,trailing newline,5,0.95,5,0.9501,False,True,True,142,142,0,0.0001,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,trailing spaces,5,0.95,5,0.9511,False,True,True,142,150,8,0.0011,True
ConfigClientPropertiesTests.vanilla,5,non-flaky,CRLF endings,5,0.95,5,0.9511,False,True,True,142,151,9,0.0011,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,indent +2,5,0.9523,5,0.9516,False,True,True,262,289,27,-0.0007,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,indent +4,5,0.9523,5,0.9515,False,True,True,262,315,53,-0.0008,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,indent +8,5,0.9523,5,0.9512,False,True,True,262,367,105,-0.0011,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,spaces to tabs,5,0.9523,5,0.9511,False,True,True,262,204,-58,-0.0013,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,tabs to spaces,5,0.9523,5,0.9519,False,True,True,262,261,-1,-0.0004,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,strip indent,5,0.9523,3,0.5303,True,True,False,262,183,-79,-0.422,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,add blank lines,5,0.9523,5,0.952,False,True,True,262,263,1,-0.0003,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,remove blank lines,5,0.9523,5,0.9518,False,True,True,262,261,-1,-0.0005,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,trailing newline,5,0.9523,5,0.952,False,True,True,262,262,0,-0.0003,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,trailing spaces,5,0.9523,5,0.9514,False,True,True,262,277,15,-0.0009,True
PluginUtilsTest.testPluginUrlsWithZips,5,non-flaky,CRLF endings,5,0.9523,5,0.9524,False,True,True,262,278,16,0.0001,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,indent +2,5,0.9511,5,0.9527,False,True,True,118,131,13,0.0016,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,indent +4,5,0.9511,5,0.9527,False,True,True,118,145,27,0.0016,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,indent +8,5,0.9511,5,0.9522,False,True,True,118,173,55,0.0011,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,spaces to tabs,5,0.9511,5,0.9513,False,True,True,118,117,-1,0.0002,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,tabs to spaces,5,0.9511,5,0.9521,False,True,True,118,148,30,0.001,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,strip indent,5,0.9511,3,0.7023,True,True,False,118,104,-14,-0.2488,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,add blank lines,5,0.9511,5,0.9512,False,True,True,118,117,-1,0.0001,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,remove blank lines,5,0.9511,5,0.9513,False,True,True,118,117,-1,0.0002,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,trailing newline,5,0.9511,5,0.9512,False,True,True,118,118,0,0.0001,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,trailing spaces,5,0.9511,5,0.9518,False,True,True,118,125,7,0.0007,True
KeyStoreTextEncryptorLocatorTests.testDifferentKeyAndSecret,5,non-flaky,CRLF endings,5,0.9511,5,0.9516,False,True,True,118,126,8,0.0005,True
QueryTest.querySingleLimit,5,non-flaky,indent +2,5,0.9513,5,0.9507,False,True,True,320,355,35,-0.0006,True
QueryTest.querySingleLimit,5,non-flaky,indent +4,5,0.9513,5,0.9505,False,True,True,320,389,69,-0.0007,True
QueryTest.querySingleLimit,5,non-flaky,indent +8,5,0.9513,5,0.9491,False,True,True,320,457,137,-0.0022,True
QueryTest.querySingleLimit,5,non-flaky,spaces to tabs,5,0.9513,5,0.9505,False,True,True,320,182,-138,-0.0008,True
QueryTest.querySingleLimit,5,non-flaky,tabs to spaces,5,0.9513,5,0.9509,False,True,True,320,319,-1,-0.0004,True
QueryTest.querySingleLimit,5,non-flaky,strip indent,5,0.9513,0,0.8445,True,True,False,320,133,-187,-0.1067,True
QueryTest.querySingleLimit,5,non-flaky,add blank lines,5,0.9513,5,0.9508,False,True,True,320,321,1,-0.0004,True
QueryTest.querySingleLimit,5,non-flaky,remove blank lines,5,0.9513,5,0.9509,False,True,True,320,319,-1,-0.0004,True
QueryTest.querySingleLimit,5,non-flaky,trailing newline,5,0.9513,5,0.951,False,True,True,320,320,0,-0.0003,True
QueryTest.querySingleLimit,5,non-flaky,trailing spaces,5,0.9513,5,0.9494,False,True,True,320,339,19,-0.0019,True
QueryTest.querySingleLimit,5,non-flaky,CRLF endings,5,0.9513,5,0.9511,False,True,True,320,340,20,-0.0002,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,indent +2,5,0.9488,5,0.9481,False,True,True,512,512,0,-0.0008,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,indent +4,5,0.9488,5,0.9482,False,True,True,512,512,0,-0.0006,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,indent +8,5,0.9488,5,0.9428,False,True,True,512,512,0,-0.006,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,spaces to tabs,5,0.9488,5,0.9468,False,True,True,512,350,-162,-0.0021,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,tabs to spaces,5,0.9488,5,0.9488,False,True,True,512,512,0,0.0,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,strip indent,5,0.9488,1,0.5313,True,True,False,512,280,-232,-0.4175,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,add blank lines,5,0.9488,5,0.949,False,True,True,512,512,0,0.0002,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,remove blank lines,5,0.9488,5,0.9487,False,True,True,512,512,0,-0.0002,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,trailing newline,5,0.9488,5,0.9488,False,True,True,512,512,0,0.0,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,trailing spaces,5,0.9488,5,0.9474,False,True,True,512,512,0,-0.0015,True
RxQueryTest.queryOneExistedObjectTableUpdate,5,non-flaky,CRLF endings,5,0.9488,5,0.9478,False,True,True,512,512,0,-0.0011,True
TextUtilsTest.testParseDate,5,non-flaky,indent +2,5,0.9514,5,0.9519,False,True,True,46,53,7,0.0005,True
TextUtilsTest.testParseDate,5,non-flaky,indent +4,5,0.9514,5,0.9519,False,True,True,46,61,15,0.0005,True
TextUtilsTest.testParseDate,5,non-flaky,indent +8,5,0.9514,5,0.9513,False,True,True,46,77,31,-0.0,True
TextUtilsTest.testParseDate,5,non-flaky,spaces to tabs,5,0.9514,5,0.9485,False,True,True,46,33,-13,-0.0028,True
TextUtilsTest.testParseDate,5,non-flaky,tabs to spaces,5,0.9514,5,0.9518,False,True,True,46,45,-1,0.0004,True
TextUtilsTest.testParseDate,5,non-flaky,strip indent,5,0.9514,4,0.9067,True,True,False,46,27,-19,-0.0447,True
TextUtilsTest.testParseDate,5,non-flaky,add blank lines,5,0.9514,5,0.9513,False,True,True,46,45,-1,-0.0001,True
TextUtilsTest.testParseDate,5,non-flaky,remove blank lines,5,0.9514,5,0.9518,False,True,True,46,45,-1,0.0004,True
TextUtilsTest.testParseDate,5,non-flaky,trailing newline,5,0.9514,5,0.9517,False,True,True,46,46,0,0.0003,True
TextUtilsTest.testParseDate,5,non-flaky,trailing spaces,5,0.9514,5,0.951,False,True,True,46,50,4,-0.0004,True
TextUtilsTest.testParseDate,5,non-flaky,CRLF endings,5,0.9514,5,0.9516,False,True,True,46,51,5,0.0002,True
Issue285Test.nestedTypeValidation,5,non-flaky,indent +2,5,0.9519,5,0.9514,False,True,True,182,201,19,-0.0005,True
Issue285Test.nestedTypeValidation,5,non-flaky,indent +4,5,0.9519,5,0.951,False,True,True,182,219,37,-0.0009,True
Issue285Test.nestedTypeValidation,5,non-flaky,indent +8,5,0.9519,5,0.9506,False,True,True,182,255,73,-0.0013,True
Issue285Test.nestedTypeValidation,5,non-flaky,spaces to tabs,5,0.9519,5,0.9487,False,True,True,182,150,-32,-0.0032,True
Issue285Test.nestedTypeValidation,5,non-flaky,tabs to spaces,5,0.9519,5,0.9517,False,True,True,182,181,-1,-0.0002,True
Issue285Test.nestedTypeValidation,5,non-flaky,strip indent,5,0.9519,4,0.8307,True,True,False,182,139,-43,-0.1211,True
Issue285Test.nestedTypeValidation,5,non-flaky,add blank lines,5,0.9519,5,0.9513,False,True,True,182,183,1,-0.0006,True
Issue285Test.nestedTypeValidation,5,non-flaky,remove blank lines,5,0.9519,5,0.9518,False,True,True,182,181,-1,-0.0,True
Issue285Test.nestedTypeValidation,5,non-flaky,trailing newline,5,0.9519,5,0.9517,False,True,True,182,182,0,-0.0002,True
Issue285Test.nestedTypeValidation,5,non-flaky,trailing spaces,5,0.9519,5,0.952,False,True,True,182,193,11,0.0001,True
Issue285Test.nestedTypeValidation,5,non-flaky,CRLF endings,5,0.9519,5,0.9521,False,True,True,182,194,12,0.0003,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,indent +2,5,0.952,5,0.9519,False,True,True,104,113,9,-0.0001,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,indent +4,5,0.952,5,0.9516,False,True,True,104,123,19,-0.0004,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,indent +8,5,0.952,5,0.9509,False,True,True,104,143,39,-0.0012,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,spaces to tabs,5,0.952,5,0.9482,False,True,True,104,77,-27,-0.0038,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,tabs to spaces,5,0.952,5,0.9521,False,True,True,104,103,-1,0.0,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,strip indent,5,0.952,4,0.8533,True,True,False,104,66,-38,-0.0988,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,add blank lines,5,0.952,5,0.9515,False,True,True,104,103,-1,-0.0005,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,remove blank lines,5,0.952,5,0.9521,False,True,True,104,103,-1,0.0,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,trailing newline,5,0.952,5,0.9521,False,True,True,104,104,0,0.0,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,trailing spaces,5,0.952,5,0.9522,False,True,True,104,109,5,0.0002,True
Issue451Test.shouldWalkAnyOfPropertiesWithWithPayload,5,non-flaky,CRLF endings,5,0.952,5,0.9524,False,True,True,104,110,6,0.0004,True
Issue456Test.shouldWorkT3,5,non-flaky,indent +2,5,0.9526,5,0.9519,False,True,True,225,244,19,-0.0007,True
Issue456Test.shouldWorkT3,5,non-flaky,indent +4,5,0.9526,5,0.9514,False,True,True,225,264,39,-0.0012,True
Issue456Test.shouldWorkT3,5,non-flaky,indent +8,5,0.9526,5,0.9506,False,True,True,225,304,79,-0.002,True
Issue456Test.shouldWorkT3,5,non-flaky,spaces to tabs,5,0.9526,5,0.9508,False,True,True,225,178,-47,-0.0018,True
Issue456Test.shouldWorkT3,5,non-flaky,tabs to spaces,5,0.9526,5,0.9523,False,True,True,225,224,-1,-0.0003,True
Issue456Test.shouldWorkT3,5,non-flaky,strip indent,5,0.9526,3,0.5018,True,True,False,225,159,-66,-0.4508,True
Issue456Test.shouldWorkT3,5,non-flaky,add blank lines,5,0.9526,5,0.9517,False,True,True,225,224,-1,-0.0009,True
Issue456Test.shouldWorkT3,5,non-flaky,remove blank lines,5,0.9526,5,0.9523,False,True,True,225,224,-1,-0.0003,True
Issue456Test.shouldWorkT3,5,non-flaky,trailing newline,5,0.9526,5,0.9524,False,True,True,225,225,0,-0.0002,True
Issue456Test.shouldWorkT3,5,non-flaky,trailing spaces,5,0.9526,5,0.9515,False,True,True,225,235,10,-0.0011,True
Issue456Test.shouldWorkT3,5,non-flaky,CRLF endings,5,0.9526,5,0.9524,False,True,True,225,236,11,-0.0002,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,indent +2,5,0.9523,5,0.9523,False,True,True,217,239,22,0.0,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,indent +4,5,0.9523,5,0.9521,False,True,True,217,261,44,-0.0003,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,indent +8,5,0.9523,5,0.9517,False,True,True,217,305,88,-0.0007,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,spaces to tabs,5,0.9523,5,0.9505,False,True,True,217,170,-47,-0.0018,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,tabs to spaces,5,0.9523,5,0.9524,False,True,True,217,216,-1,0.0001,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,strip indent,5,0.9523,4,0.8137,True,True,False,217,152,-65,-0.1387,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,add blank lines,5,0.9523,5,0.9521,False,True,True,217,217,0,-0.0002,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,remove blank lines,5,0.9523,5,0.9524,False,True,True,217,216,-1,0.0001,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,trailing newline,5,0.9523,5,0.9524,False,True,True,217,217,0,0.0001,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,trailing spaces,5,0.9523,5,0.9522,False,True,True,217,229,12,-0.0002,True
TransformationConfigTest.testEmbeddedConfigFlatten,5,non-flaky,CRLF endings,5,0.9523,5,0.9525,False,True,True,217,230,13,0.0001,True
StressSettingsTest.isSerializable,5,non-flaky,indent +2,5,0.9521,5,0.952,False,True,True,134,149,15,-0.0001,True
StressSettingsTest.isSerializable,5,non-flaky,indent +4,5,0.9521,5,0.9518,False,True,True,134,165,31,-0.0003,True
StressSettingsTest.isSerializable,5,non-flaky,indent +8,5,0.9521,5,0.9508,False,True,True,134,197,63,-0.0013,True
StressSettingsTest.isSerializable,5,non-flaky,spaces to tabs,5,0.9521,5,0.9501,False,True,True,134,101,-33,-0.002,True
StressSettingsTest.isSerializable,5,non-flaky,tabs to spaces,5,0.9521,5,0.9521,False,True,True,134,133,-1,-0.0,True
StressSettingsTest.isSerializable,5,non-flaky,strip indent,5,0.9521,4,0.9088,True,True,False,134,87,-47,-0.0433,True
StressSettingsTest.isSerializable,5,non-flaky,add blank lines,5,0.9521,5,0.9517,False,True,True,134,133,-1,-0.0004,True
StressSettingsTest.isSerializable,5,non-flaky,remove blank lines,5,0.9521,5,0.9521,False,True,True,134,133,-1,-0.0,True
StressSettingsTest.isSerializable,5,non-flaky,trailing newline,5,0.9521,5,0.9521,False,True,True,134,134,0,-0.0,True
StressSettingsTest.isSerializable,5,non-flaky,trailing spaces,5,0.9521,5,0.9522,False,True,True,134,142,8,0.0,True
StressSettingsTest.isSerializable,5,non-flaky,CRLF endings,5,0.9521,5,0.9522,False,True,True,134,143,9,0.0001,True
TimelyTcpIT.testPutMultiple,5,non-flaky,indent +2,5,0.9501,5,0.9501,False,True,True,512,512,0,0.0,True
TimelyTcpIT.testPutMultiple,5,non-flaky,indent +4,5,0.9501,5,0.9502,False,True,True,512,512,0,0.0001,True
TimelyTcpIT.testPutMultiple,5,non-flaky,indent +8,5,0.9501,5,0.9494,False,True,True,512,512,0,-0.0007,True
TimelyTcpIT.testPutMultiple,5,non-flaky,spaces to tabs,5,0.9501,5,0.9475,False,True,True,512,512,0,-0.0025,True
TimelyTcpIT.testPutMultiple,5,non-flaky,tabs to spaces,5,0.9501,5,0.9501,False,True,True,512,512,0,0.0,True
TimelyTcpIT.testPutMultiple,5,non-flaky,strip indent,5,0.9501,0,0.9111,True,True,False,512,512,0,-0.039,True
TimelyTcpIT.testPutMultiple,5,non-flaky,add blank lines,5,0.9501,5,0.9499,False,True,True,512,512,0,-0.0002,True
TimelyTcpIT.testPutMultiple,5,non-flaky,remove blank lines,5,0.9501,5,0.9501,False,True,True,512,512,0,0.0001,True
TimelyTcpIT.testPutMultiple,5,non-flaky,trailing newline,5,0.9501,5,0.9501,False,True,True,512,512,0,0.0,True
TimelyTcpIT.testPutMultiple,5,non-flaky,trailing spaces,5,0.9501,5,0.9501,False,True,True,512,512,0,-0.0,True
TimelyTcpIT.testPutMultiple,5,non-flaky,CRLF endings,5,0.9501,5,0.9504,False,True,True,512,512,0,0.0003,True
BaseConnectorSmokeTest.testPredicate,5,non-flaky,indent +2,5,0.9532,5,0.9529,False,True,True,107,118,11,-0.0003,True
BaseConnectorSmokeTest.testPredicate,5,non-flaky,indent +4,5,0.9532,5,0.9527,False,True,True,107,130,23,-0.0005,True
BaseConnectorSmokeTest.testPredicate,5,non-flaky,indent +8,5,0.9532,5,0.9517,False,True,True,107,154,47,-0.0015,True
BaseConnectorSmokeTest.testPredicate,5,non-flaky,spaces to tabs,5,0.9532,5,0.9514,False,True,True,107,83,-24,-0.0018,True
BaseConnectorSmokeTest.testPredicate,5,non-flaky,tabs to spaces,5,0.9532,5,0.9532,False,True,True,107,106,-1,0.0,True
BaseConnectorSmokeTest.testPredicate,5,non-flaky,strip indent,5,0.9532,4,0.5043,True,True,False,107,73,-34,-0.4489,True
BaseConnectorSmokeTest.testPredicate,5,non-flaky,add blank lines,5,0.9532,5,0.9529,False,True,True,107,106,-1,-0.0003,True
