test_name,true_category,true_label,transform,tokens_before,tokens_after,ws_tokens_before,ws_tokens_after,ws_frac_before,ws_frac_after,truncated_before,truncated_after,pred_before,pred_after,conf_before,conf_after,flipped
GiteePropertyPathNotificationExtractorTests.giteeSample,3,unordered collections,remove blank lines,157,157,22,22,0.1401,0.1401,False,False,3,3,0.5246,0.5246,False
SegmentGenerationWithTimeColumnTest.testMinAllowedValue,2,time,indent +4,161,203,38,80,0.236,0.3941,False,False,2,5,0.7911,0.9446,True
SegmentGenerationWithTimeColumnTest.testMinAllowedValue,2,time,strip indent,161,134,38,11,0.236,0.0821,False,False,2,2,0.7911,0.7879,False
SegmentGenerationWithTimeColumnTest.testMinAllowedValue,2,time,trailing spaces,161,173,38,50,0.236,0.289,False,False,2,2,0.7911,0.711,False
SegmentGenerationWithTimeColumnTest.testMinAllowedValue,2,time,remove blank lines,161,161,38,38,0.236,0.236,False,False,2,2,0.7911,0.7911,False
TestFrameworkTestRun.testWorkerInstances,0,async wait,indent +4,512,512,117,205,0.2285,0.4004,True,True,0,5,0.9237,0.9355,True
TestFrameworkTestRun.testWorkerInstances,0,async wait,strip indent,512,470,117,31,0.2285,0.066,True,False,0,0,0.9237,0.9205,False
TestFrameworkTestRun.testWorkerInstances,0,async wait,trailing spaces,512,512,117,145,0.2285,0.2832,True,True,0,0,0.9237,0.8649,False
TestFrameworkTestRun.testWorkerInstances,0,async wait,remove blank lines,512,512,117,117,0.2285,0.2285,True,True,0,0,0.9237,0.9237,False
NotifyAboutChangesTest.notifyAboutChangesConcurrently,1,concurrency,indent +4,512,512,237,280,0.4629,0.5469,True,True,0,5,0.915,0.932,True
NotifyAboutChangesTest.notifyAboutChangesConcurrently,1,concurrency,strip indent,512,410,237,35,0.4629,0.0854,True,False,0,0,0.915,0.7172,False
NotifyAboutChangesTest.notifyAboutChangesConcurrently,1,concurrency,trailing spaces,512,512,237,250,0.4629,0.4883,True,True,0,0,0.915,0.9122,False
NotifyAboutChangesTest.notifyAboutChangesConcurrently,1,concurrency,remove blank lines,512,512,237,237,0.4629,0.4629,True,True,0,0,0.915,0.915,False
GridCacheRebalancingWithAsyncClearingTest.testCorrectRebalancingCurrentlyRentingPartitions,1,concurrency,indent +4,479,512,174,260,0.3633,0.5078,False,True,0,5,0.9234,0.9367,True
GridCacheRebalancingWithAsyncClearingTest.testCorrectRebalancingCurrentlyRentingPartitions,1,concurrency,strip indent,479,333,174,28,0.3633,0.0841,False,False,0,0,0.9234,0.9221,False
GridCacheRebalancingWithAsyncClearingTest.testCorrectRebalancingCurrentlyRentingPartitions,1,concurrency,trailing spaces,479,508,174,203,0.3633,0.3996,False,False,0,0,0.9234,0.9067,False
GridCacheRebalancingWithAsyncClearingTest.testCorrectRebalancingCurrentlyRentingPartitions,1,concurrency,remove blank lines,479,479,174,174,0.3633,0.3633,False,False,0,0,0.9234,0.9234,False
AntiAffinityNamespaceGroupTest.testBrokerSelectionForAntiAffinityGroup,1,concurrency,indent +4,512,512,133,168,0.2598,0.3281,True,True,0,5,0.8917,0.9427,True
AntiAffinityNamespaceGroupTest.testBrokerSelectionForAntiAffinityGroup,1,concurrency,strip indent,512,512,133,32,0.2598,0.0625,True,True,0,0,0.8917,0.8353,False
AntiAffinityNamespaceGroupTest.testBrokerSelectionForAntiAffinityGroup,1,concurrency,trailing spaces,512,512,133,143,0.2598,0.2793,True,True,0,0,0.8917,0.8234,False
AntiAffinityNamespaceGroupTest.testBrokerSelectionForAntiAffinityGroup,1,concurrency,remove blank lines,512,512,133,133,0.2598,0.2598,True,True,0,0,0.8917,0.8917,False
TestPathData.testQualifiedUriContents,4,test order dependency,indent +4,112,134,18,40,0.1607,0.2985,False,False,4,5,0.7383,0.9528,True
TestPathData.testQualifiedUriContents,4,test order dependency,strip indent,112,100,18,6,0.1607,0.06,False,False,4,4,0.7383,0.8867,False
TestPathData.testQualifiedUriContents,4,test order dependency,trailing spaces,112,119,18,25,0.1607,0.2101,False,False,4,5,0.7383,0.9093,True
TestPathData.testQualifiedUriContents,4,test order dependency,remove blank lines,112,112,18,18,0.1607,0.1607,False,False,4,4,0.7383,0.7383,False
NamespacesTest.testSubscribeRate,0,async wait,indent +4,510,512,98,164,0.1922,0.3203,False,True,0,5,0.9218,0.9409,True
NamespacesTest.testSubscribeRate,0,async wait,strip indent,510,444,98,26,0.1922,0.0586,False,False,0,0,0.9218,0.9196,False
NamespacesTest.testSubscribeRate,0,async wait,trailing spaces,510,512,98,117,0.1922,0.2285,False,True,0,0,0.9218,0.872,False
NamespacesTest.testSubscribeRate,0,async wait,remove blank lines,510,510,98,98,0.1922,0.1922,False,False,0,0,0.9218,0.9218,False
MappingCouchbaseConverterTests.writesAndReadsCustomFieldsConvertedClass,3,unordered collections,indent +4,512,512,113,184,0.2207,0.3594,True,True,3,5,0.6283,0.9356,True
MappingCouchbaseConverterTests.writesAndReadsCustomFieldsConvertedClass,3,unordered collections,strip indent,512,512,113,33,0.2207,0.0645,True,True,3,3,0.6283,0.627,False
MappingCouchbaseConverterTests.writesAndReadsCustomFieldsConvertedClass,3,unordered collections,trailing spaces,512,512,113,137,0.2207,0.2676,True,True,3,0,0.6283,0.3631,True
MappingCouchbaseConverterTests.writesAndReadsCustomFieldsConvertedClass,3,unordered collections,remove blank lines,512,512,113,113,0.2207,0.2207,True,True,3,3,0.6283,0.6283,False
testTopicLevelInactivePolicyUpdateAndClean,0,async wait,indent +4,512,512,109,177,0.2129,0.3457,True,True,0,5,0.922,0.9441,True
testTopicLevelInactivePolicyUpdateAndClean,0,async wait,strip indent,512,512,109,32,0.2129,0.0625,True,True,0,0,0.922,0.9233,False
testTopicLevelInactivePolicyUpdateAndClean,0,async wait,trailing spaces,512,512,109,126,0.2129,0.2461,True,True,0,0,0.922,0.8432,False
testTopicLevelInactivePolicyUpdateAndClean,0,async wait,remove blank lines,512,512,109,109,0.2129,0.2129,True,True,0,0,0.922,0.922,False
ManagedLedgerTest.testMaximumRolloverTime,0,async wait,indent +4,249,307,54,112,0.2169,0.3648,False,False,0,5,0.9019,0.9351,True
ManagedLedgerTest.testMaximumRolloverTime,0,async wait,strip indent,249,215,54,15,0.2169,0.0698,False,False,0,0,0.9019,0.9085,False
ManagedLedgerTest.testMaximumRolloverTime,0,async wait,trailing spaces,249,265,54,70,0.2169,0.2642,False,False,0,0,0.9019,0.8916,False
ManagedLedgerTest.testMaximumRolloverTime,0,async wait,remove blank lines,249,249,54,54,0.2169,0.2169,False,False,0,0,0.9019,0.9019,False
DiscoveryServiceTest.testBrokerDiscoveryRoundRobin,0,async wait,indent +4,126,160,42,76,0.3333,0.475,False,False,0,5,0.9126,0.9464,True
DiscoveryServiceTest.testBrokerDiscoveryRoundRobin,0,async wait,strip indent,126,93,42,9,0.3333,0.0968,False,False,0,4,0.9126,0.6043,True
DiscoveryServiceTest.testBrokerDiscoveryRoundRobin,0,async wait,trailing spaces,126,136,42,52,0.3333,0.3824,False,False,0,0,0.9126,0.6778,False
DiscoveryServiceTest.testBrokerDiscoveryRoundRobin,0,async wait,remove blank lines,126,126,42,42,0.3333,0.3333,False,False,0,0,0.9126,0.9126,False
testAutomaticStartStop,0,async wait,indent +4,232,298,62,128,0.2672,0.4295,False,False,0,5,0.9142,0.9351,True
testAutomaticStartStop,0,async wait,strip indent,232,187,62,17,0.2672,0.0909,False,False,0,0,0.9142,0.9226,False
testAutomaticStartStop,0,async wait,trailing spaces,232,250,62,80,0.2672,0.32,False,False,0,0,0.9142,0.8527,False
testAutomaticStartStop,0,async wait,remove blank lines,232,232,62,62,0.2672,0.2672,False,False,0,0,0.9142,0.9142,False
PrometheusMetricsTest.testPerTopicStats,1,concurrency,indent +4,512,512,109,164,0.2129,0.3203,True,True,0,5,0.914,0.9438,True
PrometheusMetricsTest.testPerTopicStats,1,concurrency,strip indent,512,512,109,30,0.2129,0.0586,True,True,0,0,0.914,0.8975,False
PrometheusMetricsTest.testPerTopicStats,1,concurrency,trailing spaces,512,512,109,123,0.2129,0.2402,True,True,0,0,0.914,0.7667,False
PrometheusMetricsTest.testPerTopicStats,1,concurrency,remove blank lines,512,512,109,109,0.2129,0.2129,True,True,0,0,0.914,0.914,False
TestPathData.testCwdContents,4,test order dependency,indent +4,85,107,18,40,0.2118,0.3738,False,False,4,5,0.9441,0.9507,True
TestPathData.testCwdContents,4,test order dependency,strip indent,85,73,18,6,0.2118,0.0822,False,False,4,4,0.9441,0.9471,False
TestPathData.testCwdContents,4,test order dependency,trailing spaces,85,92,18,25,0.2118,0.2717,False,False,4,5,0.9441,0.838,True
TestPathData.testCwdContents,4,test order dependency,remove blank lines,85,85,18,18,0.2118,0.2118,False,False,4,4,0.9441,0.9441,False
ProvisioningServiceTest.testCancelDeprovision,4,test order dependency,indent +4,242,284,42,84,0.1736,0.2958,False,False,0,5,0.6196,0.9481,True
ProvisioningServiceTest.testCancelDeprovision,4,test order dependency,strip indent,242,213,42,11,0.1736,0.0516,False,False,0,0,0.6196,0.7383,False
ProvisioningServiceTest.testCancelDeprovision,4,test order dependency,trailing spaces,242,254,42,54,0.1736,0.2126,False,False,0,0,0.6196,0.516,False
ProvisioningServiceTest.testCancelDeprovision,4,test order dependency,remove blank lines,242,242,42,42,0.1736,0.1736,False,False,0,0,0.6196,0.6196,False
testTimeWindows,2,time,indent +4,230,271,35,76,0.1522,0.2804,False,False,2,5,0.7916,0.9471,True
testTimeWindows,2,time,strip indent,230,206,35,11,0.1522,0.0534,False,False,2,2,0.7916,0.792,False
testTimeWindows,2,time,trailing spaces,230,242,35,47,0.1522,0.1942,False,False,2,2,0.7916,0.5969,False
testTimeWindows,2,time,remove blank lines,230,230,35,35,0.1522,0.1522,False,False,2,2,0.7916,0.7916,False
testGracefulClose,0,async wait,indent +4,349,419,126,196,0.361,0.4678,False,False,0,5,0.747,0.9397,True
testGracefulClose,0,async wait,strip indent,349,246,126,18,0.361,0.0732,False,False,0,0,0.747,0.8429,False
testGracefulClose,0,async wait,trailing spaces,349,368,126,145,0.361,0.394,False,False,0,0,0.747,0.6187,False
testGracefulClose,0,async wait,remove blank lines,349,349,126,126,0.361,0.361,False,False,0,0,0.747,0.747,False
testAsyncFunction,1,concurrency,indent +4,397,495,175,273,0.4408,0.5515,False,False,0,5,0.9124,0.9362,True
testAsyncFunction,1,concurrency,strip indent,397,248,175,26,0.4408,0.1048,False,False,0,0,0.9124,0.8232,False
testAsyncFunction,1,concurrency,trailing spaces,397,423,175,201,0.4408,0.4752,False,False,0,0,0.9124,0.6158,False
testAsyncFunction,1,concurrency,remove blank lines,397,397,175,175,0.4408,0.4408,False,False,0,0,0.9124,0.9124,False
TestHftpFileSystem.testHftpCustomDefaultPorts,4,test order dependency,indent +4,194,240,42,88,0.2165,0.3667,False,False,0,5,0.7865,0.9499,True
TestHftpFileSystem.testHftpCustomDefaultPorts,4,test order dependency,strip indent,194,164,42,12,0.2165,0.0732,False,False,0,0,0.7865,0.7858,False
TestHftpFileSystem.testHftpCustomDefaultPorts,4,test order dependency,trailing spaces,194,207,42,55,0.2165,0.2657,False,False,0,0,0.7865,0.7172,False
TestHftpFileSystem.testHftpCustomDefaultPorts,4,test order dependency,remove blank lines,194,194,42,42,0.2165,0.2165,False,False,0,0,0.7865,0.7865,False
testLedgerReachMaximumRolloverTime,0,async wait,indent +4,221,263,38,80,0.1719,0.3042,False,False,2,5,0.7182,0.9377,True
testLedgerReachMaximumRolloverTime,0,async wait,strip indent,221,194,38,11,0.1719,0.0567,False,False,2,2,0.7182,0.7458,False
testLedgerReachMaximumRolloverTime,0,async wait,trailing spaces,221,233,38,50,0.1719,0.2146,False,False,2,2,0.7182,0.6688,False
testLedgerReachMaximumRolloverTime,0,async wait,remove blank lines,221,221,38,38,0.1719,0.1719,False,False,2,2,0.7182,0.7182,False
MetadataSubscriberServiceTest.testSubscriber,0,async wait,indent +4,512,512,93,148,0.1816,0.2891,True,True,0,5,0.6094,0.947,True
MetadataSubscriberServiceTest.testSubscriber,0,async wait,strip indent,512,512,93,29,0.1816,0.0566,True,True,0,0,0.6094,0.5878,False
MetadataSubscriberServiceTest.testSubscriber,0,async wait,trailing spaces,512,512,93,107,0.1816,0.209,True,True,0,5,0.6094,0.5356,True
MetadataSubscriberServiceTest.testSubscriber,0,async wait,remove blank lines,512,512,93,93,0.1816,0.1816,True,True,0,0,0.6094,0.6094,False
JSONObjectTest_readObject.test_6,3,unordered collections,indent +4,243,305,60,122,0.2469,0.4,False,False,3,5,0.5454,0.9497,True
JSONObjectTest_readObject.test_6,3,unordered collections,strip indent,243,201,60,18,0.2469,0.0896,False,False,3,3,0.5454,0.5299,False
JSONObjectTest_readObject.test_6,3,unordered collections,trailing spaces,243,260,60,77,0.2469,0.2962,False,False,3,5,0.5454,0.768,True
JSONObjectTest_readObject.test_6,3,unordered collections,remove blank lines,243,243,60,60,0.2469,0.2469,False,False,3,3,0.5454,0.5454,False
AvroSchemaTest.testNotAllowNullSchema,3,unordered collections,indent +4,367,437,106,176,0.2888,0.4027,False,False,3,5,0.8157,0.9503,True
AvroSchemaTest.testNotAllowNullSchema,3,unordered collections,strip indent,367,279,106,18,0.2888,0.0645,False,False,3,3,0.8157,0.7442,False
AvroSchemaTest.testNotAllowNullSchema,3,unordered collections,trailing spaces,367,386,106,125,0.2888,0.3238,False,False,3,5,0.8157,0.7088,True
AvroSchemaTest.testNotAllowNullSchema,3,unordered collections,remove blank lines,367,367,106,106,0.2888,0.2888,False,False,3,3,0.8157,0.8157,False
Issue1492.test_for_issue,3,unordered collections,indent +4,272,346,70,144,0.2574,0.4162,False,False,0,5,0.7893,0.9466,True
Issue1492.test_for_issue,3,unordered collections,strip indent,272,221,70,19,0.2574,0.086,False,False,0,0,0.7893,0.7229,False
Issue1492.test_for_issue,3,unordered collections,trailing spaces,272,292,70,90,0.2574,0.3082,False,False,0,0,0.7893,0.7266,False
Issue1492.test_for_issue,3,unordered collections,remove blank lines,272,272,70,70,0.2574,0.2574,False,False,0,0,0.7893,0.7893,False
d0efffad5d2034bb07525cac9b299dac72c3045d.testCloseReason,4,test order dependency,indent +4,243,281,34,72,0.1399,0.2562,False,False,0,5,0.8803,0.9487,True
d0efffad5d2034bb07525cac9b299dac72c3045d.testCloseReason,4,test order dependency,strip indent,243,219,34,10,0.1399,0.0457,False,False,0,0,0.8803,0.7079,False
d0efffad5d2034bb07525cac9b299dac72c3045d.testCloseReason,4,test order dependency,trailing spaces,243,254,34,45,0.1399,0.1772,False,False,0,5,0.8803,0.4422,True
d0efffad5d2034bb07525cac9b299dac72c3045d.testCloseReason,4,test order dependency,remove blank lines,243,243,34,34,0.1399,0.1399,False,False,0,0,0.8803,0.8803,False
ReplicatorTest.testReplicatorProducerName,0,async wait,indent +4,260,314,54,108,0.2077,0.3439,False,False,0,5,0.8551,0.949,True
ReplicatorTest.testReplicatorProducerName,0,async wait,strip indent,260,220,54,14,0.2077,0.0636,False,False,0,4,0.8551,0.7416,True
ReplicatorTest.testReplicatorProducerName,0,async wait,trailing spaces,260,275,54,69,0.2077,0.2509,False,False,0,5,0.8551,0.8533,True
ReplicatorTest.testReplicatorProducerName,0,async wait,remove blank lines,260,260,54,54,0.2077,0.2077,False,False,0,0,0.8551,0.8551,False
test_date,2,time,indent +4,480,512,70,132,0.1458,0.2578,False,True,2,5,0.7289,0.9423,True
test_date,2,time,strip indent,480,429,70,19,0.1458,0.0443,False,False,2,2,0.7289,0.6618,False
test_date,2,time,trailing spaces,480,500,70,90,0.1458,0.18,False,False,2,5,0.7289,0.254,True
test_date,2,time,remove blank lines,480,480,70,70,0.1458,0.1458,False,False,2,2,0.7289,0.7289,False
TestSecurityUtil.testBuildDTServiceName,4,test order dependency,indent +4,154,176,18,40,0.1169,0.2273,False,False,4,5,0.3941,0.9481,True
TestSecurityUtil.testBuildDTServiceName,4,test order dependency,strip indent,154,142,18,6,0.1169,0.0423,False,False,4,4,0.3941,0.6982,False
TestSecurityUtil.testBuildDTServiceName,4,test order dependency,trailing spaces,154,161,18,25,0.1169,0.1553,False,False,4,5,0.3941,0.7458,True
TestSecurityUtil.testBuildDTServiceName,4,test order dependency,remove blank lines,154,154,18,18,0.1169,0.1169,False,False,4,4,0.3941,0.3941,False
SystemCacheNotConfiguredTest.test,0,async wait,indent +4,135,173,34,72,0.2519,0.4162,False,False,0,5,0.9191,0.9483,True
SystemCacheNotConfiguredTest.test,0,async wait,strip indent,135,112,34,10,0.2519,0.0893,False,False,0,0,0.9191,0.9075,False
SystemCacheNotConfiguredTest.test,0,async wait,trailing spaces,135,146,34,45,0.2519,0.3082,False,False,0,5,0.9191,0.4538,True
SystemCacheNotConfiguredTest.test,0,async wait,remove blank lines,135,135,34,34,0.2519,0.2519,False,False,0,0,0.9191,0.9191,False
TestUnderReplicatedBlocks.testSetrepIncWithUnderReplicatedBlocks,0,async wait,indent +4,447,512,122,192,0.2729,0.375,False,True,0,5,0.9139,0.945,True
TestUnderReplicatedBlocks.testSetrepIncWithUnderReplicatedBlocks,0,async wait,strip indent,447,345,122,21,0.2729,0.0609,False,False,0,0,0.9139,0.8202,False
TestUnderReplicatedBlocks.testSetrepIncWithUnderReplicatedBlocks,0,async wait,trailing spaces,447,469,122,144,0.2729,0.307,False,False,0,0,0.9139,0.8055,False
TestUnderReplicatedBlocks.testSetrepIncWithUnderReplicatedBlocks,0,async wait,remove blank lines,447,447,122,122,0.2729,0.2729,False,False,0,0,0.9139,0.9139,False
Issue1584.test_for_issue,3,unordered collections,indent +4,390,480,154,244,0.3949,0.5083,False,False,0,5,0.457,0.9473,True
Issue1584.test_for_issue,3,unordered collections,strip indent,390,258,154,23,0.3949,0.0891,False,False,0,4,0.457,0.6379,True
Issue1584.test_for_issue,3,unordered collections,trailing spaces,390,414,154,178,0.3949,0.43,False,False,0,5,0.457,0.8823,True
Issue1584.test_for_issue,3,unordered collections,remove blank lines,390,390,154,154,0.3949,0.3949,False,False,0,0,0.457,0.457,False
TestDelegationTokenForProxyUser.testWebHdfsDoAs,4,test order dependency,indent +4,512,512,141,188,0.2754,0.3672,True,True,0,5,0.8921,0.9423,True
TestDelegationTokenForProxyUser.testWebHdfsDoAs,4,test order dependency,strip indent,512,512,141,33,0.2754,0.0645,True,True,0,0,0.8921,0.7254,False
TestDelegationTokenForProxyUser.testWebHdfsDoAs,4,test order dependency,trailing spaces,512,512,141,147,0.2754,0.2871,True,True,0,0,0.8921,0.6864,False
TestDelegationTokenForProxyUser.testWebHdfsDoAs,4,test order dependency,remove blank lines,512,512,141,141,0.2754,0.2754,True,True,0,0,0.8921,0.8921,False
TestMetricsSystemImpl.testInitFirstVerifyCallBacks,3,unordered collections,indent +4,512,512,101,152,0.1973,0.2969,True,True,0,5,0.9231,0.939,True
TestMetricsSystemImpl.testInitFirstVerifyCallBacks,3,unordered collections,strip indent,512,506,101,29,0.1973,0.0573,True,False,0,0,0.9231,0.9196,False
TestMetricsSystemImpl.testInitFirstVerifyCallBacks,3,unordered collections,trailing spaces,512,512,101,108,0.1973,0.2109,True,True,0,0,0.9231,0.9142,False
TestMetricsSystemImpl.testInitFirstVerifyCallBacks,3,unordered collections,remove blank lines,512,512,101,101,0.1973,0.1973,True,True,0,0,0.9231,0.9231,False
WorkflowHttpHandlerTest.testWorkflowTokenPut,0,async wait,indent +4,512,512,73,124,0.1426,0.2422,True,True,0,5,0.7473,0.9475,True
WorkflowHttpHandlerTest.testWorkflowTokenPut,0,async wait,strip indent,512,512,73,22,0.1426,0.043,True,True,0,0,0.7473,0.6437,False
WorkflowHttpHandlerTest.testWorkflowTokenPut,0,async wait,trailing spaces,512,512,73,87,0.1426,0.1699,True,True,0,5,0.7473,0.4718,True
WorkflowHttpHandlerTest.testWorkflowTokenPut,0,async wait,remove blank lines,512,512,73,73,0.1426,0.1426,True,True,0,0,0.7473,0.7473,False
SortFieldTest.test_1,3,unordered collections,indent +4,180,214,30,64,0.1667,0.2991,False,False,3,5,0.8637,0.9519,True
SortFieldTest.test_1,3,unordered collections,strip indent,180,159,30,9,0.1667,0.0566,False,False,3,3,0.8637,0.8481,False
SortFieldTest.test_1,3,unordered collections,trailing spaces,180,190,30,40,0.1667,0.2105,False,False,3,5,0.8637,0.8697,True
SortFieldTest.test_1,3,unordered collections,remove blank lines,180,180,30,30,0.1667,0.1667,False,False,3,3,0.8637,0.8637,False
testWithMismatchingPending,1,concurrency,indent +4,512,512,178,224,0.3477,0.4375,True,True,0,5,0.9219,0.9442,True
testWithMismatchingPending,1,concurrency,strip indent,512,389,178,26,0.3477,0.0668,True,False,0,0,0.9219,0.919,False
testWithMismatchingPending,1,concurrency,trailing spaces,512,512,178,197,0.3477,0.3848,True,True,0,0,0.9219,0.5882,False
testWithMismatchingPending,1,concurrency,remove blank lines,512,512,178,178,0.3477,0.3477,True,True,0,0,0.9219,0.9219,False
MessageIdTest.producerSendAsync,0,async wait,indent +4,512,512,176,219,0.3438,0.4277,True,True,0,5,0.9178,0.9501,True
MessageIdTest.producerSendAsync,0,async wait,strip indent,512,512,176,39,0.3438,0.0762,True,True,0,0,0.9178,0.8966,False
MessageIdTest.producerSendAsync,0,async wait,trailing spaces,512,512,176,187,0.3438,0.3652,True,True,0,5,0.9178,0.5967,True
MessageIdTest.producerSendAsync,0,async wait,remove blank lines,512,512,176,176,0.3438,0.3438,True,True,0,0,0.9178,0.9178,False
testAuthenticationFromMultipleThreadsWithCachedToken,1,concurrency,indent +4,391,468,71,148,0.1816,0.3162,False,False,1,5,0.4803,0.9478,True
testAuthenticationFromMultipleThreadsWithCachedToken,1,concurrency,strip indent,391,344,71,20,0.1816,0.0581,False,False,1,1,0.4803,0.4329,False
testAuthenticationFromMultipleThreadsWithCachedToken,1,concurrency,trailing spaces,391,412,71,92,0.1816,0.2233,False,False,1,0,0.4803,0.6196,True
testAuthenticationFromMultipleThreadsWithCachedToken,1,concurrency,remove blank lines,391,391,71,71,0.1816,0.1816,False,False,1,1,0.4803,0.4803,False
MessageIdTest.testChecksumReconnection,0,async wait,indent +4,512,512,73,132,0.1426,0.2578,True,True,0,5,0.9248,0.9362,True
MessageIdTest.testChecksumReconnection,0,async wait,strip indent,512,512,73,25,0.1426,0.0488,True,True,0,0,0.9248,0.926,False
MessageIdTest.testChecksumReconnection,0,async wait,trailing spaces,512,512,73,92,0.1426,0.1797,True,True,0,0,0.9248,0.9136,False
MessageIdTest.testChecksumReconnection,0,async wait,remove blank lines,512,512,73,73,0.1426,0.1426,True,True,0,0,0.9248,0.9248,False
TestFairScheduler.testContinuousScheduling,0,async wait,indent +4,468,512,82,156,0.1752,0.3047,False,True,0,5,0.9211,0.9393,True
TestFairScheduler.testContinuousScheduling,0,async wait,strip indent,468,408,82,22,0.1752,0.0539,False,False,0,0,0.9211,0.9181,False
TestFairScheduler.testContinuousScheduling,0,async wait,trailing spaces,468,491,82,105,0.1752,0.2138,False,False,0,0,0.9211,0.9155,False
TestFairScheduler.testContinuousScheduling,0,async wait,remove blank lines,468,468,82,82,0.1752,0.1752,False,False,0,0,0.9211,0.9211,False
IgnitePdsThreadInterruptionTest.testInterruptsOnLFSRead,1,concurrency,indent +4,512,512,213,260,0.416,0.5078,True,True,0,5,0.8635,0.9335,True
IgnitePdsThreadInterruptionTest.testInterruptsOnLFSRead,1,concurrency,strip indent,512,452,213,50,0.416,0.1106,True,False,0,0,0.8635,0.8458,False
IgnitePdsThreadInterruptionTest.testInterruptsOnLFSRead,1,concurrency,trailing spaces,512,512,213,237,0.416,0.4629,True,True,0,0,0.8635,0.8642,False
IgnitePdsThreadInterruptionTest.testInterruptsOnLFSRead,1,concurrency,remove blank lines,512,512,213,213,0.416,0.416,True,True,0,0,0.8635,0.8635,False
shouldTerminateWhenFutureIsCancelled,1,concurrency,indent +4,512,512,179,247,0.3496,0.4824,True,True,1,5,0.5131,0.9444,True
shouldTerminateWhenFutureIsCancelled,1,concurrency,strip indent,512,410,179,33,0.3496,0.0805,True,False,1,1,0.5131,0.5295,False
shouldTerminateWhenFutureIsCancelled,1,concurrency,trailing spaces,512,512,179,202,0.3496,0.3945,True,True,1,0,0.5131,0.5123,True
shouldTerminateWhenFutureIsCancelled,1,concurrency,remove blank lines,512,512,179,179,0.3496,0.3496,True,True,1,1,0.5131,0.5131,False
testForceMetadataRefreshForPatternSubscriptionDuringRebalance,1,concurrency,indent +4,507,512,142,208,0.2801,0.4062,False,True,0,5,0.8998,0.9367,True
testForceMetadataRefreshForPatternSubscriptionDuringRebalance,1,concurrency,strip indent,507,396,142,26,0.2801,0.0657,False,False,0,0,0.8998,0.9128,False
testForceMetadataRefreshForPatternSubscriptionDuringRebalance,1,concurrency,trailing spaces,507,512,142,162,0.2801,0.3164,False,True,0,0,0.8998,0.8977,False
testForceMetadataRefreshForPatternSubscriptionDuringRebalance,1,concurrency,remove blank lines,507,507,142,142,0.2801,0.2801,False,False,0,0,0.8998,0.8998,False
testTrackMetadata_rowMarkerDelete,2,time,indent +4,334,399,59,124,0.1766,0.3108,False,False,2,5,0.7492,0.9465,True
testTrackMetadata_rowMarkerDelete,2,time,strip indent,334,292,59,17,0.1766,0.0582,False,False,2,2,0.7492,0.721,False
testTrackMetadata_rowMarkerDelete,2,time,trailing spaces,334,352,59,77,0.1766,0.2188,False,False,2,0,0.7492,0.3846,True
testTrackMetadata_rowMarkerDelete,2,time,remove blank lines,334,334,59,59,0.1766,0.1766,False,False,2,2,0.7492,0.7492,False
testTrackMetadata_rowTombstone,2,time,indent +4,366,435,63,132,0.1721,0.3034,False,False,2,5,0.741,0.9448,True
testTrackMetadata_rowTombstone,2,time,strip indent,366,321,63,18,0.1721,0.0561,False,False,2,2,0.741,0.7761,False
testTrackMetadata_rowTombstone,2,time,trailing spaces,366,385,63,82,0.1721,0.213,False,False,2,0,0.741,0.3781,True
testTrackMetadata_rowTombstone,2,time,remove blank lines,366,366,63,63,0.1721,0.1721,False,False,2,2,0.741,0.741,False
TestWritableName.testSetName,4,test order dependency,indent +4,85,107,18,40,0.2118,0.3738,False,False,4,5,0.9255,0.9519,True
TestWritableName.testSetName,4,test order dependency,strip indent,85,73,18,6,0.2118,0.0822,False,False,4,4,0.9255,0.9381,False
TestWritableName.testSetName,4,test order dependency,trailing spaces,85,92,18,25,0.2118,0.2717,False,False,4,5,0.9255,0.9286,True
TestWritableName.testSetName,4,test order dependency,remove blank lines,85,85,18,18,0.2118,0.2118,False,False,4,4,0.9255,0.9255,False
KafkaLookupExtractorFactoryTest.testStartStop,1,concurrency,indent +4,512,512,113,157,0.2207,0.3066,True,True,0,5,0.9138,0.9236,True
KafkaLookupExtractorFactoryTest.testStartStop,1,concurrency,strip indent,512,512,113,30,0.2207,0.0586,True,True,0,0,0.9138,0.8701,False
KafkaLookupExtractorFactoryTest.testStartStop,1,concurrency,trailing spaces,512,512,113,130,0.2207,0.2539,True,True,0,0,0.9138,0.7667,False
KafkaLookupExtractorFactoryTest.testStartStop,1,concurrency,remove blank lines,512,512,113,113,0.2207,0.2207,True,True,0,0,0.9138,0.9138,False
TestPeerCache.testAddAndRetrieve,4,test order dependency,indent +4,190,240,46,96,0.2421,0.4,False,False,0,5,0.9141,0.9461,True
TestPeerCache.testAddAndRetrieve,4,test order dependency,strip indent,190,158,46,13,0.2421,0.0823,False,False,0,0,0.9141,0.8483,False
TestPeerCache.testAddAndRetrieve,4,test order dependency,trailing spaces,190,204,46,60,0.2421,0.2941,False,False,0,0,0.9141,0.6388,False
TestPeerCache.testAddAndRetrieve,4,test order dependency,remove blank lines,190,190,46,46,0.2421,0.2421,False,False,0,0,0.9141,0.9141,False
MetadataHttpHandlerTestRun.testSystemMetadataRetrieval,0,async wait,indent +4,512,512,69,140,0.1348,0.2734,True,True,2,5,0.6997,0.9463,True
